sep=|
- - 2022 AADT Report for Albemarle County - -
LINKID|SEQUENCENUMBER|RTE_NM|RTE_NM_2|RTE_NM_3|RTE_NM_4|Host RTE_NM|Route Label|Street Name|Physical Jurisdiction|Physical Jurisdiciton Name|Maintenance Jurisdiction|Maintenance Jurisdiciton Name|    Start Label|Start Node|Start Node Route Sequence|Star tOffset|Start Milepoint|    End Label|End Node|End Node Route Sequence|End Offset|End Milepoint|    VPDDate|AADT|AADT Quality|Passenger Vehicle|Bus|Truck 2 Axle|Truck 3 Axle|Truck 1 Trailer|Truck 2 Trailer|Class Quality|K Factor|K Factor Quality|Direction Factor|AAWDT|AAWDT Quality|AADT Dir|AADT Quality Dir|PassengerVehicle Dir|Bus Dir|Truck 2 Axle Dir|Truck 3 Axle Dir|Truck 1 Trailer Dir|Truck 2 Trailer Dir|Class Quality Dir|K Factor Dir|K Factor Quality Dir|Direction Factor Dir|AAWDT Dir|AAWDT Quality Dir
070003|0|R-VA   SR00020NB||||R-VA   SR00020NB|VA 20|Stony Point Rd|002|Albemarle County|002|Albemarle County|    02-600 Stony Point Pass| 111202|0|0|47.87|    |  50214|0|0|53.71|    01/01/2022|2273|G|97|0|1|1|1|0|C|.126|6 |.74|2187|G||||||||||||||
781295|0|R-VA   SR00020NB      RMP037.00A||||R-VA   SR00020NB      RMP037.00A|VA 20  NB EXIT 37A|Ramp|002|Albemarle County|002|Albemarle County|    SR 20 TO I-64 EAST|1009848|0|0|0|    | 720930|0|0|.06|    01/01/2022|2437|G|||||||X|.113|6 |1|2437|G||||||||||||||
781296|0|R-VA   SR00020NB      RMP037.00B||||R-VA   SR00020NB      RMP037.00B|VA 20  NB EXIT 37B|Ramp|002|Albemarle County|002|Albemarle County|    SR 20 N, Scottsville Rd| 111289|0|0|0|    I-64 West| 111391|0|0|.1|    01/01/2022|4129|G|||||||X|.145|6 |1|4408|G||||||||||||||
781297|0|R-VA   SR00020SB      RMP037.00A||||R-VA   SR00020SB      RMP037.00A|VA 20  SB EXIT 37A|Ramp|002|Albemarle County|002|Albemarle County|    SR 20 TO I-64 EAST| 111292|0|0|0|    SR 20- 37A SR 20-N037A FROM RT 2| 720930|0|0|.05|    01/01/2022|1995|G|||||||X|.165|6 |1|1995|G||||||||||||||
781298|0|R-VA   SR00020SB      RMP037.00B||||R-VA   SR00020SB      RMP037.00B|VA 20  SB EXIT 37B|Ramp|002|Albemarle County|002|Albemarle County|    SR 20 S, Scottsville Rd| 111290|0|0|0|    I-64 West| 111390|0|0|.19|    01/01/2022|2421|G|||||||X|.145|6 |1|2585|G||||||||||||||
781294|0|R-VA   SR00020UK      RMP037.00A||||R-VA   SR00020UK      RMP037.00A|VA 20  EXIT 37A|Ramp|002|Albemarle County|002|Albemarle County|    SR 20| 720930|0|0|0|    I-64 East| 111371|0|0|.13|    01/01/2022|3913|G|||||||X|.129|6 |1|4177|G||||||||||||||
070213|0|R-VA   SR00022EB||||R-VA   SR00022EB|VA 22|Louisa Rd|002|Albemarle County|002|Albemarle County|    US 250 Shadwell| 111304|0|0|0|    02-616 Black Cat Rd| 110070|0|0|2.44|    01/01/2022|9614|G|95|1|2|1|2|0|F|.087|6 |.54|9261|G||||||||||||||
070212|0|R-VA   SR00022EB||||R-VA   SR00022EB|VA 22|Louisa Rd|002|Albemarle County|002|Albemarle County|    02-616 Black Cat Rd| 110070|0|0|2.44|    SR 231 Near Cismont| 111303|0|0|5.35|    01/01/2022|8641|G|95|1|2|1|2|0|C|.09|6 |.66|8324|G||||||||||||||
070211|0|R-VA   SR00022EB||||R-VA   SR00022EB|VA 22|Louisa Rd|002|Albemarle County|002|Albemarle County|    SR 231 Near Cismont| 111303|0|0|5.35|    Louisa County Line|  50216|0|0|9.06|    01/01/2022|1940|G|98|0|1|0|0|0|C|.11|6 |.8|1870|G||||||||||||||
787368|0|R-VA   SR00048NB||||R-VA   SR00048NB|VA 48|Skyline Dr|002|Albemarle County|US |Federal|    | 732701|0|0|234.99|    Physical Jurisdiction Boundary: 002 Albemarle County / 082 Rockingham County| 732702|0|0|238.64|    01/01/2022|394|O|||||||X||24|||X||||||||||||||
070219|0|R-VA   SR00053EB||||R-VA   SR00053EB|VA 53|Thomas Jefferson Pkwy|002|Albemarle County|002|Albemarle County|    SR 20 Scottsville Rd| 111297|0|0|0|    | 111350|0|0|1.75|    01/01/2022|8711|G|98|0|1|0|0|0|F|.107|6 |.71|8393|G||||||||||||||
070220|0|R-VA   SR00053EB||||R-VA   SR00053EB|VA 53|Thomas Jefferson Pkwy|002|Albemarle County|002|Albemarle County|    Monticello| 111350|0|0|1.75|    02-795 James Monroe Pkwy| 110558|0|0|3.17|    01/01/2022|8231|G|98|0|1|0|0|0|F|.112|6 |.77|7931|G||||||||||||||
070221|0|R-VA   SR00053EB||||R-VA   SR00053EB|VA 53|Thomas Jefferson Pkwy|002|Albemarle County|002|Albemarle County|    02-795 James Monroe Pkwy| 110558|0|0|3.17|    02-729 Milton Rd| 110455|0|0|5.73|    01/01/2022|4983|G|98|0|1|0|0|0|C|.116|6 |.79|4801|G||||||||||||||
070009|0|R-VA   SR00053EB||||R-VA   SR00053EB|VA 53|Thomas Jefferson Pkwy|002|Albemarle County|002|Albemarle County|    02-729 Milton Rd| 110455|0|0|5.73|    Fluvanna County Line|  50215|0|0|9.51|    01/01/2022|8233|G|98|0|1|0|0|0|F|.104|6 |.8|7933|G||||||||||||||
070332|0|R-VA   SR00151NB||||R-VA   SR00151NB|VA 151|Critzers Shop Rd|002|Albemarle County|062|Nelson County|    Nelson County Line| 473619|0|0|34.11|    US 250 Rockfish Gap Rd| 802043|0|0|35.22|    01/01/2022|8500|G|91|1|2|1|5|0|F|.086|6 |.58|7748|G||||||||||||||
070226|0|R-VA   SR00231NB||||R-VA   SR00231NB|VA 231|Gordonsville Rd|002|Albemarle County|002|Albemarle County|    SR 22 Louisa Rd| 111303|0|0|0|    Jurisdiction Boundary: 002 Albemarle County / 054 Louisa County|  50213|0|0|8.1|    01/01/2022|5972|G|93|1|2|2|3|0|C|.098|6 |.68|5754|G||||||||||||||
070078|0|R-VA   SR00240EB||||R-VA   SR00240EB|VA 240|Crozet Ave|002|Albemarle County|002|Albemarle County|    US 250 Rockfish Gap Trnpk| 110162|0|0|0|    02-810; Three Notchd Rd| 110583|0|0|1.43|    01/01/2022|6819|G|97|1|1|1|0|0|C|.103|6 |.54|7185|G||||||||||||||
070079|0|R-VA   SR00240EB||||R-VA   SR00240EB|VA 240|Three Notchd Rd|002|Albemarle County|002|Albemarle County|    02-810 Crozet Ave| 110583|0|0|1.43|    | 110568|0|0|3.83|    01/01/2022|4647|G|97|0|1|0|1|0|F|.103|6 |.54|4896|G||||||||||||||
070227|0|R-VA   SR00240EB||||R-VA   SR00240EB|VA 240|Three Notchd Rd|002|Albemarle County|002|Albemarle County|    02-802 Old Three Notchd Rd| 110568|0|0|3.83|    US 250 Ivy Rd| 111400|0|0|4.51|    01/01/2022|7055|G|97|0|1|0|1|0|C|.106|6 |.63|6796|G||||||||||||||
613291|0|R-VA   SR00302NBINS001||||R-VA   SR00302NBINS001|INS VA 302|McCormick Rd|002|Albemarle County|002|Albemarle County|    Alderman Rd| 712021|0|0|1|    Emmet St| 712067|0|0|1.265|    01/01/2022|3334|G|96|0|1|0|0|0|C|.076|6 |.58|3515|G||||||||||||||
613287|0|R-VA   SR00302NBINS001||||R-VA   SR00302NBINS001|INS VA 302|McCormick Rd|002|Albemarle County|002|Albemarle County|    Emmet St| 712067|0|0|1.265|    Bus US  250 University Ave| 111484|0|0|1.71|    01/01/2022|2070|G|96|0|1|0|0|0|F|.087|6 |.53|2183|G||||||||||||||
070214|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Monacan Trail Rd|002|Albemarle County|002|Albemarle County|    | 111305|0|0|118.62|    | 110362|0|0|126.26|    01/01/2022|12952|A|89|1|1|1|8|0|C|.113|1 |.51|12627|A||||||||||||||
070128|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Monacan Trail Rd|002|Albemarle County|002|Albemarle County|    02-692 Plank Rd| 110362|0|0|126.26|    02-708 Red Hill Rd| 110395|0|0|128.95|    01/01/2022|16621|G|90|1|1|1|7|0|F|.086|6 |.62|15927|G||||||||||||||
070215|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Monacan Trail Rd|002|Albemarle County|002|Albemarle County|    02-708 Red Hill Rd| 110395|0|0|128.95|    | 111313|0|0|135.2|    01/01/2022|18385|G|90|1|1|1|7|0|F|.088|6 |.62|17618|G||||||||||||||
070216|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Monacan Trail Rd|002|Albemarle County|002|Albemarle County|    I-64| 111313|0|0|135.2|    BUS US 29 Fontaine Ave S of Charlottesville| 111315|0|0|135.51|    01/01/2022|50906|G|90|1|1|1|7|0|F|.093|6 |.65|48783|G||||||||||||||
070217|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Monacan Trail Rd|002|Albemarle County|002|Albemarle County|    BUS US 29 Fontaine Ave S of Charlottesville| 111315|0|0|135.51|    | 111319|0|0|137.07|    01/01/2022|47023|G|90|1|1|1|7|0|F|.095|6 |.59|45062|G||||||||||||||
613303|0|R-VA   US00029NB|R-VA   US00250EB|||R-VA   US00029NB|US 29, US 250|Emmet St|002|Albemarle County|002|Albemarle County|    US 250, Bus US 29| 111319|0|0|137.07|    NCL Charlottesville| 111443|0|0|137.39|    01/01/2022|55747|G|96|1|1|1|2|0|F|.084|6 |.5|58435|G||||||||||||||
070162|0|R-VA   US00029NB|R-VA   US00250EB|||R-VA   US00250EB|US 29, US 250|Monacan Trail Rd|002|Albemarle County|002|Albemarle County|    Functional Class Change| 111443|0|0|137.39|    Jurisdiction Boundary: 002 Albemarle County| 111438|0|0|138.98|    01/01/2022|52270|G|96|1|1|1|2|0|F|.094|6 |.54|54790|G||||||||||||||
613302|0|R-VA   US00029NB|R-VA   US00250EB|||R-VA   US00250EB|US 29, US 250|Monacan Trail Rd|104|City of Charlottesville|104|City of Charlottesville|    WCL Charlottesville| 111438|0|0|138.98|    Jurisdiction Boundary: 002 Albemarle County / 104 City of Charlottesville| 111492|0|0|139.33|    01/01/2022|43331|G|96|1|1|1|2|0|F|.091|6 |.55|45419|G||||||||||||||
613203|0|R-VA   US00029NB|R-VA   US00250EB|||R-VA   US00250EB|US 29, US 250| |104|City of Charlottesville|104|City of Charlottesville|    US 29, Emmet St| 111492|0|0|139.33|    | 111429|0|0|139.36|    01/01/2022|22297|G|98|0|1|1|1|0|F|.09|6 |.51|24440|G||||||||||||||
070160|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Seminole Trail|104|City of Charlottesville|104|City of Charlottesville|    NCL Charlottesville| 111323|0|0|139.36|    | 110483|0|0|139.71|    01/01/2022|53296|G|96|1|1|1|2|0|F|.083|6 |.51|55866|G||||||||||||||
070160|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Seminole Trail|002|Albemarle County|002|Albemarle County|    Jurisdiction Boundary: 104 City of Charlottesville| 110483|0|0|139.71|    Jurisdiction Boundary: 104 City of Charlottesville / 002 Albemarle County| 719753|0|0|141.22|    01/01/2022|53296|G|96|1|1|1|2|0|F|.083|6 |.51|55866|G||||||||||||||
070158|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Seminole Trail|002|Albemarle County|002|Albemarle County|    02-631 Rio Rd| 719753|0|0|141.22|    | 110964|0|0|144.51|    01/01/2022|44878|G|96|1|1|1|2|0|F|.089|6 |.6|47041|G||||||||||||||
070157|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Seminole Trail|002|Albemarle County|002|Albemarle County|    02-1520 Hollymeade Dr| 110964|0|0|144.51|    02-649 Airport Rd, Proffit Rd| 110209|0|0|145.52|    01/01/2022|39860|G|96|1|1|1|2|0|F|.097|1 |.55|41781|G||||||||||||||
070156|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Seminole Trail|002|Albemarle County|002|Albemarle County|    02-649 Airport Rd, Proffit Rd| 110209|0|0|145.52|    | 110946|0|0|147.32|    01/01/2022|37990|A|96|1|1|1|2|0|C|.097|1 |.55|39763|A||||||||||||||
070154|0|R-VA   US00029NB||||R-VA   US00029NB|US 29|Seminole Trail|002|Albemarle County|002|Albemarle County|    02-1510 Camelot Dr| 110946|0|0|147.32|    |  50279|0|0|150.21|    01/01/2022|33667|G|96|1|1|1|2|0|F|.086|6 |.67|35290|G||||||||||||||
781521|0|R-VA   US00029NB      RMP134.00B||||R-VA   US00029NB      RMP134.00B|US 29  NB EXIT 134B|Ramp|002|Albemarle County|002|Albemarle County|    US 29 TO I-64 WEST| 111312|0|0|0|    | 720928|0|0|.06|    01/01/2022|1109|G|||||||X|.087|6 |1|1109|G||||||||||||||
803931|0|R-VA   US00029NB      RMP135.00A||||R-VA   US00029NB      RMP135.00A|US 29  NB EXIT 135A|Ramp|002|Albemarle County|002|Albemarle County|    US-00029(B)/RAMP TO RT. 29 BUS| 111315|0|0|0|    C8US-00029(B)/C8US-00029- 000B(U)/RAMP TO/FRO| 111333|0|0|.16|    01/01/2022|5324|F|||||||X||24||5324|F||||||||||||||
798760|0|R-VA   US00029NB      RMP137.00A||||R-VA   US00029NB      RMP137.00A|US 29  NB EXIT 137A|Ramp|002|Albemarle County|002|Albemarle County|    US 29 Monacan Trail Rd| 111317|0|0|0|    Bus US 250|1089626|0|0|.18|    01/01/2022|2505|F|||||||X|.126|6 |1|2505|F||||||||||||||
803932|0|R-VA   US00029NB      RMP139.00B||||R-VA   US00029NB      RMP139.00B|US 29  NB EXIT 139B|Ramp|104|City of Charlottesville|104|City of Charlottesville|    US-00029(B)/US-00029-S139B(R)/RAMP TO RTE 250| 111324|0|0|0|    US-00250(B)/RAMP FROM RTE 29 BUS.| 111432|0|0|.05|    01/01/2022|737|F|97|0|1|0|1|0|C|.162|6 |1|737|F||||||||||||||
070218|0|R-VA   US00029NBBUS008||||R-VA   US00029NBBUS008|BUS US 29|Fontaine Ave Ext|104|City of Charlottesville|002|Albemarle County|    US 29| 110380|0|0|0|    SCL Charlottesville| 111335|0|0|.37|    01/01/2022|13935|G|97|0|1|0|0|0|C|.094|6 |.62|14694|G||||||||||||||
613290|0|R-VA   US00029NBBUS008||||R-VA   US00029NBBUS008|BUS US 29|Fontaine Ave|104|City of Charlottesville|104|City of Charlottesville|    SCL Charlottesville| 111335|0|0|.37|    | 111338|0|0|.79|    01/01/2022|12681|G|97|0|1|1|0|0|C|.088|6 |.61|13370|G||||||||||||||
613275|0|R-VA   US00029NBBUS008||||R-VA   US00029NBBUS008|BUS US 29|Jefferson Park Ave|104|City of Charlottesville|104|City of Charlottesville|    Fontaine Ave| 111338|0|0|.79|    | 111341|0|0|1.48|    01/01/2022|12071|G|97|0|1|1|0|0|F|.08|6 |.63|12727|G||||||||||||||
613232|0|R-VA   US00029NBBUS008||||R-VA   US00029NBBUS008|BUS US 29|Emmet St|104|City of Charlottesville|104|City of Charlottesville|    Jefferson Park Ave| 111341|0|0|1.48|    | 111342|0|0|2.01|    01/01/2022|14046|G|97|0|1|1|0|0|F|.078|6 |.51|14812|G||||||||||||||
613269|0|R-VA   US00029NBBUS008||||R-VA   US00029NBBUS008|BUS US 29|Emmet St|104|City of Charlottesville|104|City of Charlottesville|    Ivy Rd| 111342|0|0|2.01|    | 111344|0|0|2.56|    01/01/2022|22167|G|98|0|1|0|0|0|C|.082|6 |.53|23374|G||||||||||||||
613207|0|R-VA   US00029NBBUS008||||R-VA   US00029NBBUS008|BUS US 29|Emmet St|104|City of Charlottesville|104|City of Charlottesville|    Arlington Blvd| 111344|0|0|2.56|    Barracks Rd| 111345|0|0|3.01|    01/01/2022|21350|G|98|0|1|0|0|0|F|.079|6 |.56|22511|G||||||||||||||
613204|0|R-VA   US00029NBBUS008||||R-VA   US00029NBBUS008|BUS US 29|Emmet St|104|City of Charlottesville|104|City of Charlottesville|    Barracks Rd| 111345|0|0|3.01|    US 250 Bypass|1090356|0|0|3.41|    01/01/2022|28916|G|98|0|1|0|0|0|F|.079|6 |.55|30505|G||||||||||||||
804431|0|R-VA   US00029NBBUS008RMP003.00A||||R-VA   US00029NBBUS008RMP003.00A|BUS US 29  NB EXIT 3A|Ramp|104|City of Charlottesville|104|City of Charlottesville|    C8US-00029(B)/RAMP TO RTE 250| 111347|0|0|0|    US-00250(B)/RAMP FROM RTE 29 BUS.| 111430|0|0|.14|    01/01/2022|2117|F|99|0|1|0|0|0|C|.137|6 |1|2117|F||||||||||||||
803965|0|R-VA   US00029SB      RMP135.00A||||R-VA   US00029SB      RMP135.00A|US 29  SB EXIT 135A|Ramp|002|Albemarle County|002|Albemarle County|    US-00029(B)/C8US-00029- 000B(R)/RAMP TO/FROM| 111316|0|0|0|    02-00702(R)/C8US-00029(R)/C8US-00029- 000A(U)| 110380|0|0|.26|    01/01/2022|3315|F|||||||X||24||3315|F||||||||||||||
798761|0|R-VA   US00029SB      RMP137.00A||||R-VA   US00029SB      RMP137.00A|US 29  SB EXIT 137A|Ramp|002|Albemarle County|002|Albemarle County|    US 29 S, US 250 W Monacan Trail Rd| 111320|0|0|0|    US 250 Ivy Rd| 111444|0|0|.16|    01/01/2022|1298|F|||||||X|.16|6 |1|1298|F||||||||||||||
803964|0|R-VA   US00029SB      RMP139.00B||||R-VA   US00029SB      RMP139.00B|US 29  SB EXIT 139B|Ramp|104|City of Charlottesville|104|City of Charlottesville|    US-00029(B)/US-00029-N139B(L)/RAMP TO RTE 250|1002152|0|0|0|    US-00250(B)/RAMP FROM RTE 29| 111435|0|0|.1|    01/01/2022|13566|F|94|1|1|1|3|0|C|.1|6 |1|13566|F||||||||||||||
804432|0|R-VA   US00029SBBUS008RMP003.00A||||R-VA   US00029SBBUS008RMP003.00A|BUS US 29  SB EXIT 3A|Ramp|104|City of Charlottesville|104|City of Charlottesville|    C8US-00029(B)/RAMP T0 RTE 250| 111348|0|0|0|    US-00250(B)/C8US-00029(R)/US-00029(L)/| 111492|0|0|.13|    01/01/2022|1863|F|97|0|1|0|2|0|C|.114|6 |1|1863|F||||||||||||||
781519|0|R-VA   US00029UK      RMP134.00B||||R-VA   US00029UK      RMP134.00B|US 29  EXIT 134B|Ramp|002|Albemarle County|002|Albemarle County|    US 29| 720928|0|0|0|    I-64 West| 111385|0|0|.21|    01/01/2022|7864|G|||||||X|.123|6 |1|8406|G||||||||||||||
804429|0|R-VA   US00029UKBUS008RMP000.00A||||R-VA   US00029UKBUS008RMP000.00A|BUS US 29  EXIT 0A|Ramp|002|Albemarle County|002|Albemarle County|    02-00702(R)/C8US-00029(R)/US-00029-S153A(U)/R| 110380|0|0|0|    US-00029(B)/RAMP FROM RT. 29 BUS| 111314|0|0|.15|    01/01/2022|4594|F|97|0|1|2|0|0|C|.164|6 |1|4594|F||||||||||||||
080301|0|R-VA   US00250EB||||R-VA   US00250EB|US 250| |062|Nelson County|002|Albemarle County|    |  50328|0|0|73.39|    SR 6 Afton Mountain Rd| 802044|0|0|74.66|    01/01/2022|9920|F|93|1|1|1|4|0|C|.095|6 |.59|10004|F||||||||||||||
070080|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Rockfish Gap Trnpk|062|Nelson County|002|Albemarle County|    SR 6 Afton Mountain Rd| 802044|0|0|74.66|    Physical Jurisdiction Boundary: 062 Nelson County / 002 Albemarle County|  50765|0|0|74.79|    01/01/2022|8811|G|93|1|1|1|4|0|C|.097|6 |.53|8538|G||||||||||||||
070080|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Rockfish Gap Trnpk|002|Albemarle County|002|Albemarle County|    |  50765|0|0|74.79|    SR 151 Critzers Shop Rd| 802043|0|0|76.56|    01/01/2022|8811|G|93|1|1|1|4|0|C|.097|6 |.53|8538|G||||||||||||||
070082|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Rockfish Gap Trnpk|002|Albemarle County|002|Albemarle County|    SR 151 Critzers Shop Rd| 802043|0|0|76.56|    FR-852 Bluebird Lane| 111458|0|0|80.56|    01/01/2022|7192|G|97|0|1|1|1|0|C|.102|6 |.65|6969|G||||||||||||||
070085|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Rockfish Gap Trnpk|002|Albemarle County|002|Albemarle County|    FR-852 Bluebird Lane| 111458|0|0|80.56|    I-64 Near Yancey Mills| 111457|0|0|81.09|    01/01/2022|8543|G|97|1|1|0|1|0|C|.1|6 |.65|7887|G||||||||||||||
070233|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Rockfish Gap Trnpk|002|Albemarle County|002|Albemarle County|    I-64 Near Yancey Mills| 111457|0|0|81.09|    | 110162|0|0|82.81|    01/01/2022|12443|G|98|1|1|0|0|0|F|.099|6 |.53|12057|G||||||||||||||
070232|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Rockfish Gap Trnpk|002|Albemarle County|002|Albemarle County|    SR 240 Crozet Ave; 02-635 Miller School Rd| 110162|0|0|82.81|    SR 240 Three Notchd Rd| 111400|0|0|85.78|    01/01/2022|8897|G|98|1|1|0|0|0|F|.102|6 |.53|9393|G||||||||||||||
070130|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Ivy Rd|002|Albemarle County|002|Albemarle County|    SR 240 Three Notchd Rd| 111400|0|0|85.78|    | 110177|0|0|89.07|    01/01/2022|11419|G|98|1|1|0|0|0|C|.102|6 |.59|11064|G||||||||||||||
070231|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Ivy Rd|002|Albemarle County|002|Albemarle County|    02-637 Dick Woods Rd| 110177|0|0|89.07|    | 732889|0|0|92.67|    01/01/2022|11588|G|98|1|1|0|0|0|F|.09|6 |.61|12234|G||||||||||||||
613303|0|R-VA   US00250EB|R-VA   US00029NB|||R-VA   US00029NB|US 29, US 250|Emmet St|002|Albemarle County|002|Albemarle County|    US 250, Bus US 29| 111319|0|0|93.06|    NCL Charlottesville| 111443|0|0|93.38|    01/01/2022|55747|G|96|1|1|1|2|0|F|.084|6 |.5|58435|G||||||||||||||
070162|0|R-VA   US00250EB|R-VA   US00029NB|||R-VA   US00250EB|US 29, US 250|Monacan Trail Rd|002|Albemarle County|002|Albemarle County|    Functional Class Change| 111443|0|0|93.38|    Jurisdiction Boundary: 002 Albemarle County| 111438|0|0|94.97|    01/01/2022|52270|G|96|1|1|1|2|0|F|.094|6 |.54|54790|G||||||||||||||
613302|0|R-VA   US00250EB|R-VA   US00029NB|||R-VA   US00250EB|US 29, US 250|Monacan Trail Rd|104|City of Charlottesville|104|City of Charlottesville|    WCL Charlottesville| 111438|0|0|94.97|    Jurisdiction Boundary: 002 Albemarle County / 104 City of Charlottesville| 111492|0|0|95.32|    01/01/2022|43331|G|96|1|1|1|2|0|F|.091|6 |.55|45419|G||||||||||||||
613203|0|R-VA   US00250EB|R-VA   US00029NB|||R-VA   US00250EB|US 29, US 250| |104|City of Charlottesville|104|City of Charlottesville|    US 29, Emmet St| 111492|0|0|95.32|    | 111429|0|0|95.64|    01/01/2022|22297|G|98|0|1|1|1|0|F|.09|6 |.51|24440|G||||||||||||||
613274|0|R-VA   US00250EB||||R-VA   US00250EB|US 250| |104|City of Charlottesville|104|City of Charlottesville|    104-3431 Hydraulic Rd| 111429|0|0|95.64|    Dairy Rd| 111427|0|0|96.06|    01/01/2022|41061|G|98|0|1|1|1|0|F|.084|6 |.52|45008|G||||||||||||||
070014|0|R-VA   US00250EB||||R-VA   US00250EB|US 250| |104|City of Charlottesville|104|City of Charlottesville|    Dairy Rd| 111427|0|0|96.06|    Rugby Ave E Int| 111423|0|0|96.68|    01/01/2022|39186|A|98|0|1|1|1|0|C|.097|1 |.54|43278|A||||||||||||||
613211|0|R-VA   US00250EB||||R-VA   US00250EB|US 250| |104|City of Charlottesville|104|City of Charlottesville|    Rugby Ave E Int| 111423|0|0|96.68|    McIntire Rd| 111422|0|0|96.99|    01/01/2022|40230|G|98|0|1|1|1|0|F|.082|6 |.51|44098|G||||||||||||||
613216|0|R-VA   US00250EB||||R-VA   US00250EB|US 250| |104|City of Charlottesville|104|City of Charlottesville|    McIntire Rd| 111422|0|0|96.99|    Park St| 111418|0|0|97.28|    01/01/2022|43545|G|98|0|1|1|1|0|F|.081|6 |.53|47730|G||||||||||||||
613217|0|R-VA   US00250EB||||R-VA   US00250EB|US 250| |104|City of Charlottesville|104|City of Charlottesville|    Park St| 111418|0|0|97.28|    Locust Ave| 111417|0|0|97.46|    01/01/2022|42405|G|98|0|1|1|1|0|F|.078|6 |.54|46482|G||||||||||||||
613230|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Long St|104|City of Charlottesville|104|City of Charlottesville|    Locust Ave| 111417|0|0|97.46|    | 802042|0|0|98.01|    01/01/2022|39050|G|98|0|1|1|1|0|F|.075|6 |.56|42806|G||||||||||||||
070237|0|R-VA   US00250EB|R-VA   SR00020NB|||R-VA   US00250EB|US 250, VA 20|Richmond Rd|104|City of Charlottesville|104|City of Charlottesville|    Bus US 250 High St| 802042|0|0|98.01|    Jurisdiction Boundary: 104 City of Charlottesville / 002 Albemarle County| 111414|0|0|98.07|    01/01/2022|48017|G|98|0|1|1|1|0|F|.084|6 |.56|50629|G||||||||||||||
070237|0|R-VA   US00250EB|R-VA   SR00020NB|||R-VA   US00250EB|US 250, VA 20|Richmond Rd|002|Albemarle County|002|Albemarle County|    | 111414|0|0|98.07|    SR 20 Stony Point Rd| 110700|0|0|98.27|    01/01/2022|48017|G|98|0|1|1|1|0|F|.084|6 |.56|50629|G||||||||||||||
070230|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Richmond Rd|002|Albemarle County|002|Albemarle County|    SR 20 Stony Point Rd| 110700|0|0|98.27|    | 111410|0|0|100.06|    01/01/2022|34870|G|98|0|1|1|1|0|F|.084|6 |.61|38223|G||||||||||||||
070229|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Richmond Rd|002|Albemarle County|002|Albemarle County|    I-64 East of Charlottesville| 111410|0|0|100.06|    | 111304|0|0|102.07|    01/01/2022|24086|G|96|0|1|2|1|0|C|.088|6 |.65|23256|G||||||||||||||
070228|0|R-VA   US00250EB||||R-VA   US00250EB|US 250|Richmond Rd|002|Albemarle County|002|Albemarle County|    SR 22 Louisa Rd| 111304|0|0|102.07|    Fluvanna County Line|  50821|0|0|106.47|    01/01/2022|5212|G|91|1|2|5|1|0|F|.092|6 |.71|5032|G||||||||||||||
781565|0|R-VA   US00250EB      RMP081.00A||||R-VA   US00250EB      RMP081.00A|US 250  EB EXIT 81A|Ramp|002|Albemarle County|002|Albemarle County|    US 250 TO I-64 EAST| 111457|0|0|0|    US 250-W081A US 250- 81A FROM RT 2| 720800|0|0|.05|    01/01/2022|1764|G|||||||X|.169|6 |1|1764|G||||||||||||||
781566|0|R-VA   US00250EB      RMP081.00B||||R-VA   US00250EB      RMP081.00B|US 250  EB EXIT 81B|Ramp|002|Albemarle County|002|Albemarle County|    US 250 I-64-W107A FROM & TO IS 64| 111455|0|0|0|    US 250- 81B US 250-W081B FROM RT 2| 720806|0|0|.03|    01/01/2022|133|G|||||||X|.149|6 |1|133|G||||||||||||||
804121|0|R-VA   US00250EB      RMP094.00A||||R-VA   US00250EB      RMP094.00A|US 250  EB EXIT 94A|Ramp|104|City of Charlottesville|002|Albemarle County|    US-00250(B)/RAMP TO RTE 654| 111441|0|0|0|    104-03435(B)/104-03435- 000A(R)/RAMP-FR RT 25| 111780|0|0|.16|    01/01/2022|7880|F|||||||X||24||7880|F||||||||||||||
